orderid,orderdate,customerid,agegroup,gender,city,devicetype,acquisitionchannel,customersegment,productid,productname,category,subcategory,brand,price,cost,quantity,discount,shippingcost,paymentmethod,orderstatus,deliverydays,revenue,profit,rating,promocodeused,reviewcount,agecategory
O00114,8/16/2024,C1287,35-44,Female,Hamburg,Desktop,Email,Returning,P00114,Printed sports shoes - navy,Shoes,Sports shoes,Hummel,92.7,50.59,1,0,1.44,Apple Pay,Delivered,3,92.7,40.67,3,No,0,middle-aged
O00115,8/31/2024,C1101,35-44,Female,Berlin,Mobile,Direct,New,P00115,Slim fit t-shirts & tops - black,Clothing,T-shirts & tops,Pull&Bear,66.43,39.32,1,28,2.03,Debit Card,Delivered,3,47.83,6.48,3,Yes,161,middle-aged
O00116,7/8/2025,C1596,25-34,Male,Frankfurt am Main,Desktop,Direct,New,P00116,Basic skirts - khaki,Clothing,Skirts,Stradivarius,69.82,32.32,1,14,3.36,PayPal,Cancelled,0,60.05,24.37,3,Yes,0,adult
O00117,8/4/2025,C1333,45-54,Male,Stuttgart,Desktop,Direct,Returning,P00117,Cotton sneakers - blue,Shoes,Sneakers,Adidas,71.24,44.76,1,0,1.73,Debit Card,Delivered,4,71.24,24.75,3,No,0,older adult
O00118,8/17/2024,C1868,45-54,Female,Dortmund,Desktop,Paid Advertising,New,P00118,Basic sneakers - brown,Shoes,Sneakers,New Balance,129.83,62.69,1,25,4.95,Gift Card,Delivered,6,97.37,29.73,3,Yes,0,older adult
O00119,1/26/2025,C1645,45-54,Male,Frankfurt am Main,Desktop,Organic Search,Returning,P00119,Oversized socks & tights - beige,Clothing,Socks & Tights,Stradivarius,15.57,9.89,1,11,4.41,Credit Card,Delivered,4,13.86,-0.44,2,Yes,36,older adult
O00120,11/9/2025,C1773,55-64,Male,Frankfurt am Main,Tablet,Email,New,P00120,Printed jeans - beige,Clothing,Jeans,Noisy May,57.99,37.18,1,22,1.38,Debit Card,Delivered,2,45.23,6.67,4,Yes,65,senior
O00121,2/5/2025,C1134,45-54,Female,Berlin,Mobile,Organic Search,New,P00121,Printed trousers - white,Clothing,Trousers,Bershka,36.84,19.13,1,0,2.48,Credit Card,Delivered,3,36.84,15.23,4,No,81,older adult
O00122,4/8/2025,C1755,45-54,Male,Dusseldorf,Desktop,Organic Search,New,P00122,Knitted jackets & blazers - khaki,Clothing,Jackets & Blazers,Pull&Bear,108.53,56.58,1,0,0.32,Credit Card,Delivered,4,108.53,51.63,2,No,135,older adult
O00123,3/20/2024,C1556,35-44,Male,Munich,Desktop,Paid Advertising,Returning,P00123,Cotton jeans - green,Clothing,Jeans,Levi's,42.35,23.92,2,19,0.52,Credit Card,Delivered,4,68.61,20.25,3,Yes,0,middle-aged
O00124,8/1/2024,C1990,18-24,Male,Hamburg,Desktop,Paid Advertising,Returning,P00124,Padded skirts - brown,Clothing,Skirts,Pull&Bear,49.25,29.25,1,29,4.67,Credit Card,Delivered,5,34.97,1.05,4,Yes,120,young
O00125,4/30/2024,C1502,35-44,Female,Stuttgart,Tablet,Referral,Returning,P00125,Printed skirts - red,Clothing,Skirts,Stradivarius,38.74,24.86,1,0,3.32,Credit Card,Delivered,7,38.74,10.56,3,No,48,middle-aged
O00126,3/8/2024,C1816,55-64,Female,Cologne,Mobile,Organic Search,New,P00126,Slim fit skirts - green,Clothing,Skirts,Bershka,35.4,18.61,1,27,3.16,Gift Card,Delivered,3,25.84,4.07,5,Yes,100,senior
O00127,6/25/2025,C1023,45-54,Female,Essen,Desktop,Organic Search,Returning,P00127,Leather sandals - brown,Shoes,Sandals,Adidas,91.85,41.62,1,0,1.97,Gift Card,Delivered,5,91.85,48.26,1,No,145,older adult
O00128,9/30/2024,C1375,45-54,Male,Hamburg,Desktop,Social Media,Returning,P00128,Cotton jeans - green,Clothing,Jeans,Levi's,66.19,30.07,1,0,3.82,Credit Card,Shipped,7,66.19,32.3,3,No,0,older adult
O00129,10/22/2025,C1533,25-34,Female,Frankfurt am Main,Mobile,Direct,Returning,P00129,Knitted gloves - beige,Accessories,Gloves,The North Face,44.8,21.53,2,0,3.75,Credit Card,Shipped,2,89.6,42.79,3,No,0,adult
O00130,9/28/2024,C1070,35-44,Female,Hamburg,Desktop,Paid Advertising,Returning,P00130,Leather outdoor - red,Sports,Outdoor,Puma,110.5,50.4,1,0,1,PayPal,Delivered,7,110.5,59.1,3,No,78,middle-aged
O00131,3/25/2025,C1619,25-34,Male,Dusseldorf,Mobile,Email,New,P00131,Lace jeans - red,Clothing,Jeans,Levi's,71.17,33.92,2,9,2.52,Gift Card,Cancelled,0,129.53,59.17,3,Yes,0,adult
O00132,5/25/2024,C1459,35-44,Male,Cologne,Tablet,Referral,New,P00132,Lace running - khaki,Sports,Running,Adidas,31.79,17.75,1,13,1.05,Google Pay,Delivered,7,27.66,8.86,3,Yes,0,middle-aged
O00133,8/10/2025,C1189,18-24,Female,Berlin,Mobile,Paid Advertising,New,P00133,Classic t-shirts & tops - red,Clothing,T-shirts & tops,Nike,59.6,29.16,1,28,2.63,Debit Card,Delivered,2,42.91,11.12,1,Yes,112,young
O00134,7/10/2025,C1808,18-24,Male,Dusseldorf,Mobile,Organic Search,New,P00134,Leather dresses - white,Clothing,Dresses,Stradivarius,188.7,110.84,1,27,4.09,PayPal,Delivered,5,137.75,22.82,1,Yes,200,young
O00135,7/22/2024,C1464,35-44,Female,Frankfurt am Main,Desktop,Direct,New,P00135,Lace skirts - grey,Clothing,Skirts,Pull&Bear,30.08,14.22,3,27,1.9,PayPal,Delivered,2,65.88,21.32,3,Yes,0,middle-aged
O00136,10/30/2024,C1071,25-34,Female,Stuttgart,Desktop,Paid Advertising,VIP,P00136,Leather hats & caps - grey,Accessories,Hats & caps,Carhartt WIP,50.14,30.67,1,21,3.33,PayPal,Delivered,5,39.61,5.61,5,Yes,120,adult
O00137,6/9/2024,C1932,25-34,Female,Dusseldorf,Tablet,Direct,Returning,P00137,Printed beach shoes - pink,Shoes,Beach shoes,Nike,39.13,25.13,1,17,1.43,Gift Card,Shipped,4,32.48,5.92,3,Yes,0,adult
O00138,9/8/2025,C1458,55-64,Female,Munich,Mobile,Referral,Returning,P00138,Cotton jewellery - blue,Accessories,Jewellery,Swarovski,39.89,21.1,1,19,4.33,Debit Card,Returned,0,32.31,6.88,3,Yes,0,senior
O00139,9/6/2024,C1452,18-24,Male,Dortmund,Mobile,Referral,VIP,P00139,Classic house shoes - red,Shoes,House shoes,Bershka,55.42,30.64,1,0,2.52,Gift Card,Delivered,7,55.42,22.26,1,No,182,young
O00140,9/4/2024,C1235,35-44,Female,Cologne,Desktop,Organic Search,Returning,P00140,Cotton training - grey,Sports,Training,Hummel,95,52.71,1,16,0.38,Credit Card,Returned,0,79.8,26.71,3,Yes,0,middle-aged
O00141,3/11/2025,C1098,25-34,Non-Binary,Dortmund,Mobile,Direct,New,P00141,Padded bags & cases - black,Accessories,Bags & cases,Pull&Bear,89.25,49.48,1,8,0.53,Apple Pay,Delivered,5,82.11,32.1,5,Yes,103,adult
O00142,7/1/2025,C1067,45-54,Female,Essen,Mobile,Direct,New,P00142,Padded bags & cases - khaki,Accessories,Bags & cases,Bershka,167.68,99.68,1,0,1.88,Credit Card,Delivered,2,167.68,66.12,5,No,182,older adult
O00143,11/13/2025,C1862,25-34,Female,Dusseldorf,Tablet,Direct,New,P00143,Classic jackets & blazers - khaki,Clothing,Jackets & Blazers,Bershka,73.25,40.06,1,23,2.26,Credit Card,Delivered,3,56.4,14.08,3,Yes,0,adult
O00144,4/13/2024,C1674,25-34,Female,Dusseldorf,Mobile,Organic Search,New,P00144,Classic skirts - khaki,Clothing,Skirts,Pull&Bear,68.65,31.13,1,0,1.92,Google Pay,Delivered,7,68.65,35.6,2,No,89,adult
O00145,3/3/2024,C1904,45-54,Male,Hamburg,Desktop,Paid Advertising,Returning,P00145,Printed sweatshirts & hoodies - white,Clothing,Sweatshirts & Hoodies,Mira Paris,69.76,39.41,2,14,3.13,Credit Card,Delivered,3,119.99,38.04,5,Yes,173,older adult
O00146,8/5/2024,C1678,25-34,Male,Cologne,Mobile,Organic Search,New,P00146,Leather bags & cases - brown,Accessories,Bags & cases,Stradivarius,93.54,57.4,1,24,3.88,Debit Card,Delivered,5,71.09,9.81,5,Yes,64,adult
O00147,7/27/2024,C1351,25-34,Female,Hamburg,Desktop,Paid Advertising,New,P00147,Padded coats - blue,Clothing,Coats,Only,138.06,86.5,2,24,4.63,Debit Card,Delivered,3,209.85,32.22,1,Yes,136,adult
O00148,7/29/2025,C1355,45-54,Female,Dortmund,Mobile,Direct,New,P00148,Knitted house shoes - beige,Shoes,House shoes,Anna Field,52.04,32.75,1,0,1.3,Credit Card,Delivered,2,52.04,17.99,3,No,86,older adult
O00149,1/5/2025,C1610,18-24,Male,Hamburg,Mobile,Organic Search,Returning,P00149,Basic coats - grey,Clothing,Coats,Blauer,225.14,143.35,1,0,0.91,Debit Card,Delivered,4,225.14,80.88,2,No,19,young
O00150,9/25/2025,C1052,35-44,Female,Munich,Mobile,Organic Search,New,P00150,Printed haircare - navy,Beauty,Haircare,Kérastase,78.98,43.71,1,0,1.07,Credit Card,Shipped,4,78.98,34.2,3,No,0,middle-aged
O00151,10/21/2024,C1549,25-34,Female,Essen,Mobile,Direct,Returning,P00151,Printed hats & caps - grey,Accessories,Hats & caps,Carhartt WIP,33.09,19.7,1,0,2.59,Credit Card,Cancelled,0,33.09,10.8,3,No,0,adult
O00152,3/30/2024,C1554,18-24,Female,Dusseldorf,Mobile,Organic Search,New,P00152,Printed skirts - black,Clothing,Skirts,JDY,43.72,24.75,2,9,1.54,Credit Card,Delivered,7,79.57,28.53,1,Yes,79,young
O00153,10/10/2024,C1505,25-34,Male,Cologne,Tablet,Paid Advertising,New,P00153,Basic jackets & blazers - red,Clothing,Jackets & Blazers,Anna Field,138.61,68.73,1,0,4.54,Credit Card,Delivered,5,138.61,65.34,2,No,81,adult
O00154,5/25/2024,C1314,35-44,Female,Essen,Mobile,Email,New,P00154,Cotton shirts & blouses - blue,Clothing,Shirts & Blouses,Pull&Bear,62.18,33.16,1,22,0.98,Gift Card,Shipped,3,48.5,14.36,3,Yes,0,middle-aged
O00155,1/22/2025,C1124,25-34,Male,Munich,Mobile,Organic Search,New,P00155,Oversized sportswear - khaki,Clothing,Sportswear,Adidas,101.15,45.93,1,25,1.15,PayPal,Delivered,2,75.86,28.78,3,Yes,0,adult
O00156,4/23/2024,C1595,35-44,Male,Hamburg,Mobile,Organic Search,Returning,P00156,Slim fit sweatshirts & hoodies - grey,Clothing,Sweatshirts & Hoodies,Bershka,85.59,55.61,1,0,0.29,PayPal,Delivered,2,85.59,29.69,3,No,0,middle-aged
O00157,5/23/2024,C1754,25-34,Female,Hamburg,Mobile,Referral,Returning,P00157,Slim fit t-shirts & tops - beige,Clothing,T-shirts & tops,JDY,75.39,36.57,1,20,4.19,Gift Card,Delivered,2,60.31,19.55,3,Yes,139,adult
O00158,12/21/2024,C1079,45-54,Male,Hamburg,Mobile,Referral,VIP,P00158,Oversized jackets & blazers - navy,Clothing,Jackets & Blazers,Pull&Bear,95.81,52.09,1,23,2.66,Debit Card,Delivered,2,73.77,19.02,3,Yes,0,older adult
O00159,7/2/2025,C1606,25-34,Female,Berlin,Mobile,Direct,New,P00159,Classic shorts - black,Clothing,Shorts,Bershka,65.19,39.64,1,0,2,Debit Card,Delivered,4,65.19,23.55,1,No,64,adult
O00160,10/23/2025,C1771,35-44,Female,Hamburg,Mobile,Email,Returning,P00160,Cotton golf - beige,Sports,Golf,Adidas,137.72,88.31,1,25,1.84,Credit Card,Delivered,6,103.29,13.14,3,Yes,0,middle-aged
O00161,1/8/2024,C1016,35-44,Female,Cologne,Desktop,Email,Returning,P00161,Classic gloves - grey,Accessories,Gloves,Adidas,28.23,15.95,2,0,4.93,PayPal,Delivered,2,56.46,19.63,3,No,0,middle-aged
O00162,2/13/2025,C1609,25-34,Male,Berlin,Mobile,Direct,New,P00162,Slim fit outdoor shoes - black,Shoes,Outdoor shoes,Adidas,161.64,78.75,1,0,1.66,Google Pay,Processing,0,161.64,81.23,3,No,0,adult
O00163,9/18/2024,C1203,45-54,Male,Frankfurt am Main,Tablet,Paid Advertising,New,P00163,Slim fit boots - brown,Shoes,Boots,Adidas,157.78,81.42,1,11,2.31,Gift Card,Delivered,4,140.42,56.69,3,Yes,0,older adult
O00164,2/26/2024,C1472,25-34,Female,Stuttgart,Tablet,Organic Search,Returning,P00164,Leather knitwear & cardigans - pink,Clothing,Knitwear & Cardigans,Next,54.28,33.78,1,13,2.2,Credit Card,Shipped,4,47.22,11.24,3,Yes,0,adult
O00165,4/3/2024,C1750,25-34,Female,Cologne,Mobile,Email,VIP,P00165,Oversized jeans - grey,Clothing,Jeans,Stradivarius,48.92,31.27,1,29,0.96,Credit Card,Delivered,2,34.73,2.5,3,Yes,188,adult
O00166,5/16/2025,C1408,35-44,Male,Essen,Desktop,Organic Search,New,P00166,Leather dresses - white,Clothing,Dresses,Mango,73.94,37.68,1,0,3.2,Credit Card,Delivered,7,73.94,33.06,3,No,172,middle-aged
O00167,5/12/2025,C1343,35-44,Female,Berlin,Mobile,Organic Search,New,P00167,Classic sweatshirts & hoodies - white,Clothing,Sweatshirts & Hoodies,Bershka,109.22,53.51,1,15,1.67,Credit Card,Processing,1,92.84,37.66,3,Yes,0,middle-aged
O00168,2/13/2025,C1969,45-54,Female,Stuttgart,Mobile,Referral,VIP,P00168,Padded gloves - red,Accessories,Gloves,Nike,64.2,39.3,1,14,0.16,PayPal,Shipped,3,55.21,15.75,3,Yes,0,older adult
O00169,9/29/2025,C1591,45-54,Female,Berlin,Mobile,Referral,Returning,P00169,Leather gloves - brown,Accessories,Gloves,Anna Field,38.18,18.28,1,27,1.25,Gift Card,Delivered,3,27.87,8.34,1,Yes,129,older adult
O00170,8/5/2024,C1685,25-34,Male,Munich,Mobile,Organic Search,Returning,P00170,Cotton skirts - pink,Clothing,Skirts,Stradivarius,51.97,28.43,1,0,2.07,Credit Card,Delivered,5,51.97,21.47,3,No,0,adult
O00171,1/19/2025,C1554,55-64,Male,Stuttgart,Tablet,Organic Search,Returning,P00171,Knitted skirts - blue,Clothing,Skirts,Stradivarius,25.68,15.72,1,20,4.94,PayPal,Shipped,7,20.54,-0.12,3,Yes,0,senior
O00172,7/11/2024,C1574,35-44,Male,Essen,Desktop,Paid Advertising,Returning,P00172,Knitted bags & cases - black,Accessories,Bags & cases,Stradivarius,147.91,71.8,1,0,3.74,Debit Card,Processing,2,147.91,72.37,3,No,0,middle-aged
O00173,6/4/2025,C1998,18-24,Female,Stuttgart,Mobile,Paid Advertising,Returning,P00173,Padded dresses - green,Clothing,Dresses,Stradivarius,77.67,38.3,1,0,2.19,Credit Card,Delivered,7,77.67,37.18,3,No,0,young
O00174,7/12/2025,C1936,25-34,Female,Berlin,Mobile,Direct,Returning,P00174,Lace t-shirts & tops - red,Clothing,T-shirts & tops,Pull&Bear,51.88,27.3,1,11,0.53,Credit Card,Cancelled,0,46.17,18.34,3,Yes,0,adult
O00175,9/30/2024,C1333,25-34,Male,Berlin,Mobile,Direct,New,P00175,Padded scarves - beige,Accessories,Scarves,Anna Field,25.57,13.32,1,29,3.7,Google Pay,Delivered,5,18.15,1.13,4,Yes,59,adult
O00176,4/25/2025,C1818,25-34,Male,Berlin,Mobile,Organic Search,Returning,P00176,Classic sneakers - brown,Shoes,Sneakers,Hummel,141.71,81.52,1,9,4.59,PayPal,Returned,0,128.96,42.85,3,Yes,0,adult
O00177,5/16/2024,C1908,18-24,Male,Munich,Tablet,Direct,VIP,P00177,Basic sneakers - grey,Shoes,Sneakers,Adidas,100.07,49.83,1,21,3.49,Credit Card,Delivered,3,79.06,25.74,5,Yes,11,young
O00178,4/20/2025,C1685,18-24,Male,Berlin,Tablet,Direct,New,P00178,Padded jackets & blazers - navy,Clothing,Jackets & Blazers,JDY,136.53,67.03,2,0,4.16,PayPal,Shipped,4,273.06,134.84,3,No,0,young
O00179,3/27/2024,C1254,55-64,Male,Munich,Mobile,Organic Search,VIP,P00179,Padded t-shirts & tops - green,Clothing,T-shirts & tops,Bershka,15.18,7.65,1,24,1.18,Credit Card,Delivered,5,11.54,2.71,1,Yes,63,senior
O00180,7/31/2025,C1648,25-34,Female,Frankfurt am Main,Desktop,Organic Search,Returning,P00180,Lace dresses - navy,Clothing,Dresses,Stradivarius,65.55,41.62,1,0,1.45,Credit Card,Delivered,2,65.55,22.48,5,No,32,adult
O00181,1/5/2024,C1258,35-44,Male,Berlin,Mobile,Social Media,New,P00181,Classic flat shoes - khaki,Shoes,Flat shoes,Stradivarius,88.28,56.97,1,6,2.02,Debit Card,Shipped,6,82.98,23.99,3,Yes,0,middle-aged
O00182,8/20/2025,C1162,18-24,Female,Hamburg,Mobile,Referral,Returning,P00182,Leather shorts - navy,Clothing,Shorts,Bershka,35.29,22.1,1,0,1.03,Google Pay,Delivered,3,35.29,12.16,1,No,196,young
O00183,5/27/2024,C1937,35-44,Non-Binary,Munich,Desktop,Social Media,VIP,P00183,Padded sweatshirts & hoodies - blue,Clothing,Sweatshirts & Hoodies,Pull&Bear,89.47,52.25,1,23,4.92,Google Pay,Delivered,6,68.89,11.72,3,Yes,163,middle-aged
O00184,6/13/2025,C1720,35-44,Male,Berlin,Mobile,Organic Search,Returning,P00184,Slim fit hats & caps - black,Accessories,Hats & caps,Nike,36.92,23.5,1,0,1.9,PayPal,Delivered,3,36.92,11.52,1,No,106,middle-aged
O00185,11/28/2025,C1366,25-34,Male,Stuttgart,Mobile,Organic Search,Returning,P00185,Lace wallets & card holders - blue,Accessories,Wallets & card holders,Anna Field,24.18,11.88,1,25,3.5,PayPal,Delivered,7,18.13,2.75,4,Yes,191,adult
O00186,4/15/2025,C1268,25-34,Male,Cologne,Desktop,Email,Returning,P00186,Printed sets and calendars - beige,Beauty,Sets and calendars,Narciso Rodriguez,28,17,2,0,2.23,PayPal,Returned,0,56,19.77,3,No,0,adult
O00187,1/28/2025,C1528,35-44,Female,Berlin,Mobile,Email,Returning,P00187,Basic outdoor shoes - red,Shoes,Outdoor shoes,The North Face,94.58,53.55,2,5,4.96,PayPal,Processing,2,179.7,67.64,3,Yes,0,middle-aged
O00188,5/10/2025,C1875,35-44,Male,Dortmund,Desktop,Direct,New,P00188,Cotton knitwear & cardigans - pink,Clothing,Knitwear & Cardigans,JDY,135.68,76.92,1,21,1.84,Credit Card,Delivered,6,107.19,28.43,1,Yes,101,middle-aged
O00189,11/9/2024,C1962,35-44,Male,Hamburg,Mobile,Email,Returning,P00189,Leather jeans - khaki,Clothing,Jeans,Pull&Bear,91.05,50.13,1,0,3.44,Google Pay,Shipped,4,91.05,37.48,3,No,0,middle-aged
O00190,5/14/2024,C1343,18-24,Male,Berlin,Mobile,Referral,New,P00190,Padded sneakers - khaki,Shoes,Sneakers,Puma,149.05,80.74,2,12,1.33,PayPal,Returned,0,262.33,99.52,3,Yes,0,young
O00191,6/13/2024,C1576,25-34,Female,Berlin,Tablet,Direct,New,P00191,Knitted knitwear & cardigans - brown,Clothing,Knitwear & Cardigans,Only,101.23,51.5,1,0,4.3,Apple Pay,Delivered,5,101.23,45.43,5,No,141,adult
O00192,2/20/2024,C1460,18-24,Female,Stuttgart,Mobile,Direct,New,P00192,Lace scarves - brown,Accessories,Scarves,Anna Field,18.5,9.53,1,12,2.75,Debit Card,Delivered,3,16.28,4,3,Yes,175,young
O00193,4/23/2025,C1910,25-34,Male,Stuttgart,Mobile,Email,New,P00193,Basic sneakers - khaki,Shoes,Sneakers,Adidas,140.9,76.55,1,18,3.07,Debit Card,Delivered,3,115.54,35.92,3,Yes,0,adult
O00194,2/11/2025,C1567,18-24,Female,Hamburg,Mobile,Organic Search,New,P00194,Basic boots - white,Shoes,Boots,Bershka,93.18,46.04,1,0,0.18,Gift Card,Delivered,5,93.18,46.96,3,No,95,young
O00195,12/23/2024,C1389,55-64,Female,Dortmund,Mobile,Organic Search,Returning,P00195,Oversized sneakers - grey,Shoes,Sneakers,Hummel,83.64,48.43,1,0,0.07,Credit Card,Delivered,4,83.64,35.14,4,No,184,senior
O00196,11/22/2025,C1165,45-54,Female,Dresden,Desktop,Email,VIP,P00196,Basic trousers - white,Clothing,Trousers,Stradivarius,33.38,15.42,1,0,3.45,Credit Card,Delivered,5,33.38,14.51,3,No,0,older adult
O00197,6/26/2024,C1625,18-24,Female,Stuttgart,Desktop,Direct,New,P00197,Cotton dresses - pink,Clothing,Dresses,JDY,49.02,27.68,1,0,2.03,PayPal,Delivered,2,49.02,19.31,4,No,21,young
O00198,7/15/2025,C1188,18-24,Female,Frankfurt am Main,Mobile,Organic Search,Returning,P00198,Lace trousers - brown,Clothing,Trousers,Stradivarius,68.33,38.15,1,0,1.96,Credit Card,Returned,0,68.33,28.22,3,No,0,young
O00199,5/1/2024,C1302,35-44,Female,Dusseldorf,Tablet,Organic Search,New,P00199,Printed jackets & blazers - green,Clothing,Jackets & Blazers,Anna Field,163.95,105.07,1,7,0.6,Google Pay,Cancelled,0,152.47,46.8,3,Yes,0,middle-aged
O00200,11/14/2024,C1413,35-44,Female,Dusseldorf,Mobile,Direct,Returning,P00200,Classic jackets & blazers - green,Clothing,Jackets & Blazers,Pull&Bear,179.15,111.66,1,9,1.41,PayPal,Cancelled,0,163.03,49.96,3,Yes,0,middle-aged
O00201,2/4/2025,C1607,45-54,Female,Dresden,Desktop,Direct,Returning,P00201,Padded ankle boots - brown,Shoes,Ankle boots,Anna Field,123.25,78.73,1,0,2.94,PayPal,Delivered,4,123.25,41.58,5,No,163,older adult
O00202,11/26/2024,C1031,35-44,Female,Berlin,Mobile,Organic Search,VIP,P00202,Lace running - navy,Sports,Running,Puma,117.98,62.93,1,0,4.62,Google Pay,Delivered,2,117.98,50.43,3,No,144,middle-aged
O00203,4/3/2024,C1747,35-44,Male,Berlin,Desktop,Paid Advertising,Returning,P00203,Cotton jeans - blue,Clothing,Jeans,Noisy May,107.42,66.81,2,5,4.48,Debit Card,Shipped,3,204.1,66,3,Yes,0,middle-aged
O00204,3/10/2025,C1685,45-54,Female,Frankfurt am Main,Mobile,Paid Advertising,New,P00204,Classic belts - white,Accessories,Belts,Urban Classics,13.9,6.54,1,14,4.64,PayPal,Delivered,7,11.95,0.77,3,Yes,74,older adult
O00205,7/27/2025,C1634,25-34,Male,Stuttgart,Desktop,Organic Search,Returning,P00205,Knitted shorts - white,Clothing,Shorts,JDY,62.43,34.66,1,0,3.87,Gift Card,Delivered,6,62.43,23.9,1,No,193,adult
O00206,10/8/2025,C1215,35-44,Non-Binary,Berlin,Mobile,Email,Returning,P00206,Basic t-shirts & tops - khaki,Clothing,T-shirts & tops,Bershka,64.69,30.68,1,15,4.99,Credit Card,Delivered,7,54.99,19.32,4,Yes,198,middle-aged
O00207,4/5/2025,C1675,18-24,Male,Stuttgart,Mobile,Organic Search,Returning,P00207,Classic t-shirts & tops - black,Clothing,T-shirts & tops,Bershka,50.3,32.28,1,6,3.53,PayPal,Delivered,4,47.28,11.47,4,Yes,26,young
O00208,7/3/2025,C1099,25-34,Male,Dusseldorf,Desktop,Referral,New,P00208,Knitted sandals - green,Shoes,Sandals,Bershka,36.24,22.58,1,0,4.64,Credit Card,Delivered,4,36.24,9.02,3,No,45,adult
O00209,5/16/2024,C1585,25-34,Non-Binary,Berlin,Desktop,Paid Advertising,New,P00209,Oversized sweatshirts & hoodies - navy,Clothing,Sweatshirts & Hoodies,JDY,110.9,54.05,1,0,2.75,PayPal,Delivered,3,110.9,54.1,4,No,95,adult
O00210,9/11/2025,C1743,18-24,Male,Frankfurt am Main,Mobile,Referral,Returning,P00210,Leather hats & caps - blue,Accessories,Hats & caps,Nike,67.34,33.22,2,16,0.95,Apple Pay,Delivered,7,113.13,45.74,3,Yes,0,young
O00211,11/12/2024,C1194,35-44,Male,Dresden,Mobile,Social Media,Returning,P00211,Cotton ankle boots - black,Shoes,Ankle boots,Stradivarius,111.39,63.55,1,0,4.45,Credit Card,Delivered,2,111.39,43.39,3,No,12,middle-aged
O00212,4/14/2024,C1944,35-44,Female,Frankfurt am Main,Mobile,Organic Search,Returning,P00212,Oversized skirts - green,Clothing,Skirts,JDY,65.05,32.77,1,26,0.17,Gift Card,Delivered,4,48.14,15.2,1,Yes,10,middle-aged
O00213,7/2/2024,C1681,45-54,Female,Berlin,Mobile,Organic Search,Returning,P00213,Padded beach shoes - green,Shoes,Beach shoes,Adidas,28.71,17.21,1,19,0.24,Credit Card,Shipped,6,23.26,5.81,3,Yes,0,older adult
O00214,3/27/2024,C1095,25-34,Female,Stuttgart,Mobile,Organic Search,Returning,P00214,Printed jackets & blazers - khaki,Clothing,Jackets & Blazers,Bershka,144.77,65.21,1,16,1.07,Gift Card,Shipped,4,121.61,55.33,3,Yes,0,adult
O00215,4/12/2024,C1125,18-24,Male,Hamburg,Desktop,Paid Advertising,New,P00215,Lace dresses - green,Clothing,Dresses,Only,139.72,66.96,1,0,3.68,Credit Card,Delivered,7,139.72,69.08,2,No,122,young
O00216,6/1/2024,C1849,45-54,Male,Frankfurt am Main,Desktop,Direct,VIP,P00216,Classic football - black,Sports,Football,Nike,82.2,52.19,1,22,0.89,Debit Card,Delivered,4,64.12,11.04,1,Yes,13,older adult
O00217,2/7/2025,C1990,35-44,Female,Munich,Mobile,Direct,Returning,P00217,Cotton sportswear - khaki,Clothing,Sportswear,Nike,88.45,42.85,1,0,1.32,Google Pay,Cancelled,0,88.45,44.28,3,No,0,middle-aged
O00218,11/22/2025,C1857,55-64,Female,Dortmund,Mobile,Organic Search,VIP,P00218,Printed gloves - grey,Accessories,Gloves,Anna Field,50.02,26.97,1,0,4.08,Credit Card,Shipped,5,50.02,18.97,3,No,0,senior
O00219,5/7/2025,C1517,35-44,Male,Cologne,Desktop,Referral,Returning,P00219,Classic fragrances - beige,Beauty,Fragrances,Ralph Lauren,137.96,77.09,1,0,2.03,PayPal,Shipped,6,137.96,58.84,3,No,0,middle-aged
O00220,10/19/2024,C1885,25-34,Male,Frankfurt am Main,Tablet,Paid Advertising,New,P00220,Cotton basketball - blue,Sports,Basketball,Adidas,142.21,85.06,1,30,4.22,Credit Card,Shipped,4,99.55,10.27,3,Yes,0,adult
O00221,2/27/2024,C1490,18-24,Female,Berlin,Mobile,Organic Search,New,P00221,Slim fit coats - green,Clothing,Coats,Bershka,166.02,79.68,1,23,4.95,PayPal,Delivered,2,127.84,43.21,1,Yes,151,young
